case_id,model,setting,gold,pred,correct,requested_model,returned_model,raw_output,latency,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,attempts,error
36,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.184,605,5,0,610,1,
36,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.188,623,5,0,628,1,
37,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.562,651,83,72,734,1,
37,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.299,633,5,0,638,1,
37,gpt-5.6,S3,B,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.564,651,5,0,656,1,
38,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.391,750,28,18,778,1,
38,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.109,732,5,0,737,1,
38,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.648,750,5,0,755,1,
39,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.313,579,5,0,584,1,
39,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.204,561,5,0,566,1,
39,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.592,579,5,0,584,1,
40,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.857,663,5,0,668,1,
40,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.127,645,5,0,650,1,
40,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.035,663,5,0,668,1,
41,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.803,737,53,42,790,1,
41,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.547,719,5,0,724,1,
41,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.442,737,5,0,742,1,
42,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.317,706,46,35,752,1,
42,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.132,688,5,0,693,1,
42,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.473,706,5,0,711,1,
43,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.367,627,5,0,632,1,
43,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.151,609,5,0,614,1,
43,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.113,627,5,0,632,1,
44,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.318,571,5,0,576,1,
44,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.41,553,5,0,558,1,
44,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.329,571,5,0,576,1,
45,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.855,694,84,73,778,1,
45,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.666,676,5,0,681,1,
45,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.432,694,5,0,699,1,
46,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.575,696,4,0,700,1,
46,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.036,678,5,0,683,1,
46,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.497,696,5,0,701,1,
47,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.741,723,38,27,761,1,
47,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.901,705,5,0,710,1,
47,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.185,723,5,0,728,1,
48,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.084,630,34,23,664,1,
48,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.081,612,5,0,617,1,
48,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.678,630,5,0,635,1,
49,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.676,643,5,0,648,1,
49,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.291,625,5,0,630,1,
49,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.356,643,5,0,648,1,
50,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.291,790,4,0,794,1,
50,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.26,772,5,0,777,1,
50,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.311,790,5,0,795,1,
51,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.595,769,110,99,879,1,
51,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.083,751,5,0,756,1,
51,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.462,769,5,0,774,1,
52,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.367,889,4,0,893,1,
52,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.057,871,5,0,876,1,
52,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.105,889,5,0,894,1,
53,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.853,625,68,58,693,1,
53,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.574,607,5,0,612,1,
53,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.89,625,5,0,630,1,
54,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.91,764,53,42,817,1,
54,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.171,746,5,0,751,1,
54,gpt-5.6,S3,C,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.238,764,5,0,769,1,
55,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,2.106,738,29,18,767,1,
55,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.1,720,5,0,725,1,
55,gpt-5.6,S3,C,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.231,738,5,0,743,1,
56,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.488,721,5,0,726,1,
56,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.176,703,5,0,708,1,
56,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.714,721,5,0,726,1,
57,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.246,655,35,24,690,1,
57,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.179,637,5,0,642,1,
57,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.161,655,5,0,660,1,
58,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.6,799,5,0,804,1,
58,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.398,781,5,0,786,1,
58,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.079,799,5,0,804,1,
59,gpt-5.6,S1,D,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,3.035,685,97,86,782,1,
59,gpt-5.6,S2,D,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.248,667,5,0,672,1,
59,gpt-5.6,S3,D,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.45,685,5,0,690,1,
60,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.905,731,42,31,773,1,
60,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.494,713,5,0,718,1,
60,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.223,731,5,0,736,1,
61,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.224,665,43,32,708,1,
61,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.325,647,5,0,652,1,
61,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.023,665,5,0,670,1,
62,gpt-5.6,S1,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,5.463,782,224,214,1006,1,
62,gpt-5.6,S2,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.257,764,5,0,769,1,
62,gpt-5.6,S3,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.764,782,5,0,787,1,
63,gpt-5.6,S1,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.704,640,34,23,674,1,
63,gpt-5.6,S2,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.142,622,5,0,627,1,
63,gpt-5.6,S3,A,C,False,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.116,640,5,0,645,1,
64,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.921,699,85,74,784,1,
64,gpt-5.6,S2,B,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.095,681,5,0,686,1,
64,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.044,699,5,0,704,1,
65,gpt-5.6,S1,C,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.102,749,49,38,798,1,
65,gpt-5.6,S2,C,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.141,731,5,0,736,1,
65,gpt-5.6,S3,C,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.059,749,5,0,754,1,
66,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.904,534,4,0,538,1,
66,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.033,516,5,0,521,1,
66,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.506,534,5,0,539,1,
67,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.462,744,5,0,749,1,
67,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.464,726,5,0,731,1,
67,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.357,744,5,0,749,1,
68,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.904,678,57,46,735,1,
68,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.315,660,5,0,665,1,
68,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,0.957,678,5,0,683,1,
69,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,3.303,822,99,88,921,1,
69,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.106,804,5,0,809,1,
69,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.372,822,5,0,827,1,
70,gpt-5.6,S1,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,2.719,788,63,52,851,1,
70,gpt-5.6,S2,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.271,770,5,0,775,1,
70,gpt-5.6,S3,B,B,True,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.428,788,5,0,793,1,
71,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.175,771,86,75,857,1,
71,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.121,753,5,0,758,1,
71,gpt-5.6,S3,A,B,False,gpt-5.6,gpt-5.6-sol-2026-07-09,B,1.394,771,5,0,776,1,
72,gpt-5.6,S1,B,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,2.815,787,125,114,912,1,
72,gpt-5.6,S2,B,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.501,769,5,0,774,1,
72,gpt-5.6,S3,B,A,False,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.447,787,5,0,792,1,
73,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.77,791,5,0,796,1,
73,gpt-5.6,S2,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.528,773,5,0,778,1,
73,gpt-5.6,S3,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.556,791,5,0,796,1,
74,gpt-5.6,S1,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.284,672,5,0,677,1,
74,gpt-5.6,S2,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.122,654,5,0,659,1,
74,gpt-5.6,S3,A,A,True,gpt-5.6,gpt-5.6-sol-2026-07-09,A,1.431,672,5,0,677,1,
75,gpt-5.6,S1,C,C,True,gpt-5.6,gpt-5.6-sol-2026-07-09,C,1.408,726,31,20,757,1,
