case_id,model,setting,gold,pred,correct,requested_model,returned_model,raw_output,latency,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,attempts,error
18,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.991,523,3,0,526,1,
19,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.03,515,3,0,518,1,
19,glm-5.3,S5,A,C,False,glm-5.3,glm-5.3,C,14.655,515,27,24,542,1,
19,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,4.196,515,3,0,518,1,
20,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,3.789,606,71,68,677,1,
20,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,5.068,606,92,89,698,1,
20,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,13.181,606,3,0,609,1,
21,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,5.677,692,3,0,695,1,
21,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,3.473,692,22,18,714,1,
21,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.252,692,3,0,695,1,
22,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.85,606,24,21,630,1,
22,glm-5.3,S5,A,C,False,glm-5.3,glm-5.3,C,18.705,606,3,0,609,1,
22,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,13.598,606,61,57,667,1,
23,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.088,575,3,0,578,1,
23,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.379,575,23,20,598,1,
23,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.078,575,21,17,596,1,
24,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,1.91,627,3,0,630,1,
24,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,1.845,627,3,0,630,1,
24,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.397,627,3,0,630,1,
25,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,5.002,654,51,48,705,1,
25,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,19.781,654,52,48,706,1,
25,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.598,654,21,18,675,1,
26,glm-5.3,S4,D,D,True,glm-5.3,glm-5.3,D,2.847,686,3,0,689,1,
26,glm-5.3,S5,D,A,False,glm-5.3,glm-5.3,A,9.204,686,52,49,738,1,
26,glm-5.3,S6,D,C,False,glm-5.3,glm-5.3,C,16.247,686,31,27,717,1,
27,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,14.819,607,3,0,610,1,
27,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.121,607,3,0,610,1,
27,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,17.109,607,3,0,610,1,
28,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,16.366,583,3,0,586,1,
28,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,11.63,583,39,36,622,1,
28,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,8.824,583,50,46,633,1,
29,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,5.813,602,21,18,623,1,
29,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,5.57,602,14,11,616,1,
29,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,1.752,602,3,0,605,1,
30,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.29,501,20,17,521,1,
30,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.094,501,3,0,504,1,
30,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.911,501,11,7,512,1,
31,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,3.104,642,28,25,670,1,
31,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,3.333,642,3,0,645,1,
31,glm-5.3,S6,C,B,False,glm-5.3,glm-5.3,B,8.421,642,30,27,672,1,
32,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,13.704,598,54,51,652,1,
32,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,15.547,598,103,99,701,1,
32,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.446,598,72,69,670,1,
33,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.587,610,3,0,613,1,
33,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,5.602,610,3,0,613,1,
33,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,4.332,610,3,0,613,1,
34,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.559,504,27,24,531,1,
34,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.231,504,26,23,530,1,
34,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,5.239,504,3,0,507,1,
35,glm-5.3,S4,B,A,False,glm-5.3,glm-5.3,A,5.474,667,64,61,731,1,
35,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,5.826,667,30,26,697,1,
35,glm-5.3,S6,B,A,False,glm-5.3,glm-5.3,A,4.899,667,42,39,709,1,
36,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,10.438,521,3,0,524,1,
36,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,4.507,521,23,20,544,1,
36,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.227,521,3,0,524,1,
37,glm-5.3,S4,B,A,False,glm-5.3,glm-5.3,A,5.76,538,113,109,651,1,
37,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,2.774,538,28,25,566,1,
37,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,13.154,538,3,0,541,1,
38,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.908,623,3,0,626,1,
38,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.221,623,3,0,626,1,
38,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,5.712,623,3,0,626,1,
39,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.908,494,3,0,497,1,
39,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.455,494,3,0,497,1,
39,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.911,494,3,0,497,1,
40,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,6.084,553,3,0,556,1,
40,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.555,553,3,0,556,1,
40,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,5.495,553,3,0,556,1,
41,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.902,625,41,38,666,1,
41,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.508,625,3,0,628,1,
41,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.889,625,31,27,656,1,
42,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,6.982,575,3,0,578,1,
42,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,4.021,575,36,33,611,1,
42,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.254,575,24,21,599,1,
43,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,4.678,524,27,23,551,1,
43,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,4.959,524,3,0,527,1,
43,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,7.511,524,25,22,549,1,
44,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.73,476,3,0,479,1,
44,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,5.931,476,3,0,479,1,
44,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.713,476,3,0,479,1,
45,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.081,544,35,31,579,1,
45,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.519,544,17,13,561,1,
45,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.125,544,15,12,559,1,
46,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.956,582,3,0,585,1,
46,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.581,582,3,0,585,1,
46,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,1.998,582,3,0,585,1,
47,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.95,583,41,38,624,1,
47,glm-5.3,S5,A,C,False,glm-5.3,glm-5.3,C,14.142,583,29,26,612,1,
47,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,1.778,583,3,0,586,1,
48,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,4.677,528,3,0,531,1,
48,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.636,528,27,24,555,1,
48,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.878,528,3,0,531,1,
49,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.244,543,3,0,546,1,
49,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,7.526,543,3,0,546,1,
49,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,14.166,543,3,0,546,1,
50,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,6.726,662,3,0,665,1,
50,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.958,662,3,0,665,1,
50,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.25,662,3,0,665,1,
51,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.856,648,45,42,693,1,
51,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.989,648,18,14,666,1,
51,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,4.428,648,72,69,720,1,
52,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.004,734,26,22,760,1,
52,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.126,734,3,0,737,1,
52,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.912,734,3,0,737,1,
53,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.613,523,23,20,546,1,
53,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,5.071,523,9,6,532,1,
53,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.073,523,3,0,526,1,
54,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.441,621,3,0,624,1,
54,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,6.883,621,60,57,681,1,
54,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.217,621,13,10,634,1,
55,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,5.042,609,30,26,639,1,
55,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,3.097,609,26,22,635,1,
55,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,16.406,609,25,21,634,1,
56,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,6.996,605,12,8,617,1,
56,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.997,605,3,0,608,1,
56,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.093,605,3,0,608,1,
57,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,4.107,535,54,51,589,1,
57,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.134,535,3,0,538,1,
57,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,6.711,535,101,98,636,1,
58,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,20.953,664,3,0,667,1,
58,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.685,664,3,0,667,1,
58,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,11.465,664,3,0,667,1,
59,glm-5.3,S4,D,C,False,glm-5.3,glm-5.3,C,3.94,564,38,35,602,1,
59,glm-5.3,S5,D,C,False,glm-5.3,glm-5.3,C,3.685,564,17,13,581,1,
59,glm-5.3,S6,D,C,False,glm-5.3,glm-5.3,C,7.165,564,4,1,568,1,
60,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.027,587,3,0,590,1,
60,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.55,587,26,23,613,1,
60,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.562,587,18,15,605,1,
61,glm-5.3,S4,A,C,False,glm-5.3,glm-5.3,C,8.279,533,20,16,553,1,
61,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,8.671,533,44,39,577,1,
61,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,5.746,533,103,99,636,1,
62,glm-5.3,S4,A,C,False,glm-5.3,glm-5.3,C,4.771,635,64,60,699,1,
62,glm-5.3,S5,A,C,False,glm-5.3,glm-5.3,C,4.773,635,121,118,756,1,
62,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,3.0,635,49,46,684,1,
63,glm-5.3,S4,A,C,False,glm-5.3,glm-5.3,C,2.734,540,37,33,577,1,
63,glm-5.3,S5,A,C,False,glm-5.3,glm-5.3,C,1.813,540,3,0,543,1,
63,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,2.927,540,3,0,543,1,
64,glm-5.3,S4,B,A,False,glm-5.3,glm-5.3,A,4.807,595,50,47,645,1,
64,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,6.526,595,98,95,693,1,
64,glm-5.3,S6,B,A,False,glm-5.3,glm-5.3,A,3.891,595,3,0,598,1,
65,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,7.508,594,48,45,642,1,
65,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,4.362,594,60,56,654,1,
65,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.038,594,3,0,597,1,
66,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.398,459,3,0,462,1,
66,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,1.965,459,3,0,462,1,
66,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.459,459,3,0,462,1,
67,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,4.068,602,53,50,655,1,
67,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.271,602,35,32,637,1,
67,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.377,602,26,23,628,1,
68,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,1.979,555,3,0,558,1,
68,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,2.52,555,3,0,558,1,
68,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.753,555,48,45,603,1,
69,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,3.965,669,58,55,727,1,
69,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.534,669,3,0,672,1,
69,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.156,669,3,0,672,1,
70,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,13.095,653,21,17,674,1,
70,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.581,653,28,24,681,1,
70,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.757,653,23,20,676,1,
71,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,15.897,659,3,0,662,1,
71,glm-5.3,S5,A,B,False,glm-5.3,glm-5.3,B,2.2,659,3,0,662,1,
71,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,6.3,659,3,0,662,1,
72,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,3.261,677,3,0,680,1,
72,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,9.146,677,87,84,764,1,
72,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,4.839,677,3,0,680,1,
73,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,3.143,655,4,1,659,1,
73,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,13.005,655,74,69,729,1,
73,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,8.464,655,30,27,685,1,
74,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,4.821,570,3,0,573,1,
74,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.272,570,3,0,573,1,
74,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.055,570,3,0,573,1,
75,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,4.188,602,37,34,639,1,
75,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,7.91,602,86,82,688,1,
75,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.96,602,72,67,674,1,
76,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,4.834,651,47,44,698,1,
76,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,3.672,651,3,0,654,1,
76,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.344,651,25,22,676,1,
77,glm-5.3,S4,B,C,False,glm-5.3,glm-5.3,C,3.201,666,3,0,669,1,
77,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,6.989,666,3,0,669,1,
77,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.09,666,19,16,685,1,
78,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,6.34,651,19,15,670,1,
78,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,5.086,651,19,15,670,1,
78,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,5.641,651,3,0,654,1,
79,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.401,563,3,0,566,1,
79,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.372,563,3,0,566,1,
79,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,1.906,563,3,0,566,1,
80,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,5.652,579,43,40,622,1,
80,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,6.985,579,3,0,582,1,
80,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,5.76,579,123,120,702,1,
81,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,6.315,588,23,20,611,1,
81,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,4.365,588,3,0,591,1,
81,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.493,588,3,0,591,1,
82,glm-5.3,S4,B,C,False,glm-5.3,glm-5.3,C,3.0,579,42,39,621,1,
82,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,1.958,579,3,0,582,1,
82,glm-5.3,S6,B,C,False,glm-5.3,glm-5.3,C,3.063,579,23,20,602,1,
83,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.799,484,21,18,505,1,
83,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,4.616,484,28,24,512,1,
83,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.336,484,32,28,516,1,
84,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.932,566,3,0,569,1,
84,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,3.352,566,37,33,603,1,
84,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,7.706,566,3,0,569,1,
85,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.829,637,32,28,669,1,
85,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,4.931,637,61,58,698,1,
85,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.132,637,3,0,640,1,
86,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,5.517,708,3,0,711,1,
86,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.986,708,3,0,711,1,
86,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.061,708,3,0,711,1,
87,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.356,656,17,14,673,1,
87,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,3.68,656,40,37,696,1,
87,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,3.91,656,20,16,676,1,
88,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,7.405,599,100,97,699,1,
88,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,3.817,599,44,41,643,1,
88,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.813,599,28,25,627,1,
89,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.981,598,19,16,617,1,
89,glm-5.3,S5,A,B,False,glm-5.3,glm-5.3,B,18.337,598,161,158,759,1,
89,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.394,598,3,0,601,1,
90,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,2.891,433,23,20,456,1,
90,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,6.733,433,57,54,490,1,
90,glm-5.3,S6,C,A,False,glm-5.3,glm-5.3,A,3.137,433,3,0,436,1,
91,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,3.371,641,3,0,644,1,
91,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.237,641,42,39,683,1,
91,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,12.694,641,28,25,669,1,
92,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,10.518,605,3,0,608,1,
92,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,8.788,605,3,0,608,1,
92,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.437,605,3,0,608,1,
93,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,4.796,633,3,0,636,1,
93,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.773,633,3,0,636,1,
93,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.675,633,3,0,636,1,
94,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,7.118,564,14,11,578,1,
94,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.015,564,3,0,567,1,
94,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.027,564,3,0,567,1,
